Property_ID,price
60774,25245.979
184303,21080.994
60473,97064.73
85391,84210.34
23990,89835.2
43632,19230.412
43515,13107.888
153394,62537.93
103718,61157.33
125082,165649.38
57136,15408.865
48315,19813.867
138162,11324.863
110925,22556.486
4569,35858.37
137618,15346.494
47069,15570.916
95340,9671.42
110784,9313.456
21415,49186.445
20742,13340.998
102718,15749.233
31072,17317.93
84066,23926.725
117123,7116.99
47067,50982.086
185959,6712.601
124057,37089.586
139281,32230.627
186332,277302.6
11649,21219.93
27809,259992.64
21505,15962.426
192283,27490.84
116040,22653.389
50555,2801.3953
39459,326179.1
165055,19973.137
135008,118780.086
59743,5388.395
187298,14540.206
105989,232399.81
160629,523848.47
89933,10178.491
177734,31111.332
76269,33288.863
32550,177277.25
192082,13774.073
113142,17069.826
33756,60039.22
17232,30015.672
173587,150680.27
114942,19056.992
174499,10949.721
182421,18802.254
167568,15850.897
32456,130963.234
125602,10545.7
90328,21611.232
79984,7039.7056
20644,41245.582
89279,65370.773
63211,33417.72
80417,7663.2607
10056,28941.896
4194,26541.69
111593,25988.393
53565,377072.16
28239,24562.201
16002,17110.262
184723,30026.295
77617,11254.664
155716,5229.5396
137058,259215.25
154503,30835.148
18531,21387.91
161207,19086.93
51712,31769.424
145564,6076.887
182704,8547.029
131334,201818.52
21330,20701.246
150634,49488.42
97419,11604.033
30355,21416.525
56542,57339.07
47477,23746.344
160396,27059.164
21382,10748.682
171805,309654.75
103866,11623.16
168871,6369.4946
114594,14558.146
169410,16238.68
69189,23818.605
54702,20937.498
2530,20810.947
41027,111066.63
138407,34932.24
185089,5241.4077
72183,23902.094
169309,21012.871
124035,4232.822
131875,14760.001
89488,40302.85
177812,332635.56
106384,44754.152
119784,20836.307
67792,16236.109
20866,62605.9
68696,10710.852
69561,47268.547
163627,15193.66
54861,8188.7236
134325,16474.264
11540,19717.959
180142,22480.53
179957,11941.847
155486,15169.597
32473,34315.05
190613,15838.311
13376,6556.1284
164108,12424.106
111361,10340.219
53737,15274.379
108292,183024.52
49480,28911.275
153638,17746.086
154923,12704.8545
32318,11990.827
191732,14591.074
110592,47981.516
112359,5095.931
85404,5928.0884
167534,14449.952
110842,15204.908
55077,10062.23
69128,17680.965
8864,24727.852
165315,27103.922
169780,28238.477
128525,16847.818
10826,15306.722
118676,4008.629
168263,8082.5234
128134,71146.055
152361,19353.441
119173,17881.178
131402,47573.72
82599,8011.0405
63543,75563.09
104094,32486.328
20801,95287.78
90165,13507.633
146259,27392.467
120993,27880.73
108387,21284.887
167591,58152.727
104155,14087.745
138236,15063.925
31101,13565.751
13121,42964.355
178702,24346.988
42664,10926.3545
162187,17708.014
91486,90224.31
6047,26208.838
185906,20169.2
10091,33071.383
155416,4866.2085
137187,9755.225
131108,14028.031
24789,20712.068
49211,9159.074
107737,31361.95
16725,28573.795
49225,32663.496
9377,21217.46
102573,13859.141
125465,35475.27
57986,4199.177
142362,23073.084
119327,4566.7783
91464,52551.895
124910,25596.463
30434,11757.288
48516,16181.697
38137,42705.61
125506,24179.254
78062,32437.568
183631,55285.195
36431,4496.753
7861,85963.34
129385,37395.387
53230,32105.156
109589,16027.224
135716,51068.508
7767,69140.84
140232,14604.258
106989,12660.417
162772,10800.274
3651,21551.752
165163,318129.47
191327,2798.8237
169196,42506.43
20763,21612.264
104928,4363.077
70624,16328.517
15439,25767.27
161553,18827.625
26210,20780.604
39622,30198.426
168268,26541.133
172080,15922.378
108632,15369.137
136674,10595.086
37666,22515.76
6469,10583.311
65762,16376.064
34923,115843.9
55251,17912.6
54964,19988.838
95693,15589.683
129641,16681.498
85766,18347.6
48378,31895.287
128691,32336.107
84320,8948.159
143157,20994.162
89703,53351.223
63996,21382.607
75499,38474.086
163338,45122.246
79360,13169.171
76065,12141.558
100257,23419.809
98263,16082.358
134960,11974.188
123695,7130.007
55623,21003.234
147594,22046.977
76880,40890.395
17999,34316.59
67147,12364.392
66446,13949.242
96246,191351.83
169422,19165.18
26832,23093.182
122273,14448.381
145018,16059.154
124005,18938.629
172087,52227.74
5424,5713.064
103055,62091.215
74419,8356.685
46713,5917.0576
95885,26114.703
152985,16177.254
62819,14079.2295
87759,63084.527
114202,15609.142
106342,97467.95
151203,12367.033
45995,17673.918
173741,112637.01
177837,4387.5996
130807,46536.51
106214,14672.1875
117505,13104.875
177857,16947.732
170385,20437.232
82132,16066.845
120948,14027.657
160745,33019.414
100538,25034.635
107644,52153.027
29244,21525.604
133795,24162.45
101656,129085.65
133240,4093.6921
113138,32485.336
103531,28041.633
142678,13183.772
187771,18505.28
16226,5966.5547
85255,3379.044
97962,32515.62
112442,13533.653
186410,16533.775
65959,21278.252
125574,84297.2
82284,38487.812
127030,16205.155
43012,93340.984
268,50001.344
63913,44581.332
145702,20187.385
97708,3814.3035
150777,15901.027
179672,82142.02
103822,6639.543
92779,49888.6
160960,12926.605
34542,31631.174
28723,24549.672
103122,6954.4263
114753,20023.85
78091,9480.46
126013,5260.3765
59040,10541.89
188483,12283.343
160750,50534.23
98297,20589.355
49526,36392.71
158487,639028.56
97928,9990.841
169708,33553.31
89039,11678.192
111021,36936.918
192191,6824.3853
25669,62025.64
55189,33936.46
111523,15241.552
124272,15828.707
33462,26865.979
64725,14348.499
120635,13922.462
171592,25797.12
16453,13869.361
147229,22474.697
109897,17962.877
29186,25116.084
150624,17552.943
144823,68869.64
118473,15630.562
14513,21854.68
150771,28002.295
49579,15677.842
90159,10015.511
148406,70911.48
99068,31621.553
134471,218835.77
166748,26960.867
38212,16003.275
156696,20862.951
1444,39561.824
166647,135432.53
41623,18973.791
58882,12134.739
140591,15431.276
187218,20328.242
25094,30376.324
42524,14051.383
111229,9701.757
114009,5215.2603
137863,531008.5
178634,6368.189
77628,16567.283
63077,48731.63
131290,7986.036
85360,69489.87
177032,16491.602
169393,5609.749
12288,26423.04
49682,24158.578
128577,3837.6992
115810,19179.24
38699,19401.877
4771,34331.746
89383,7766.2925
57121,8753.538
162569,7351.33
158252,25883.617
158222,13498.824
120432,19238.06
184747,36571.125
79182,175715.25
39263,41392.562
173437,47948.81
35657,26347.8
26722,48208.418
14335,23346.041
90872,10729.418
90955,33212.566
42188,175969.14
177174,20615.133
182741,30165.93
136582,9255.972
49535,15348.953
32876,24292.625
85684,26010.633
44831,20184.998
91505,18585.7
125321,6639.6694
148248,14473.095
29046,50769.184
188735,32046.332
90274,26166.406
49020,19598.668
31745,24015.812
84447,4833.7344
190344,5951.756
145308,19057.773
80723,15631.979
70936,10246.502
109384,18519.121
101351,5361.796
182637,4501.597
68395,16616.684
4762,9421.56
29896,14681.048
35099,78205.23
91951,25840.11
10125,48211.96
122619,8711.308
182843,97958.58
24279,36518.01
55734,7363.1035
123641,130469.58
76615,5624.4805
91606,16349.381
173687,17355.146
67754,10851.938
23467,14338.9375
4173,28271.297
53573,6507.0444
31158,32856.008
69436,6340.1987
16060,59119.332
29130,136070.66
71253,19220.53
15873,37532.76
23714,28389.61
163681,18020.305
48209,40203.387
157509,6169.03
163405,27718.691
75876,19850.94
154158,15084.021
41259,15606.76
89408,18680.324
153055,9411.52
130533,20624.178
91848,46126.125
182683,15242.075
184628,28232.041
29139,115753.234
117233,23104.527
181775,18535.482
167523,7060.508
163455,13909.178
4768,40633.98
20531,23792.928
29557,28999.861
180844,45939.375
185419,9923.165
85204,9498.506
55431,3123.6895
79564,17736.797
175319,33327.426
134405,27907.412
72756,22562.705
2850,25877.348
131457,8534.485
127364,33907.926
29787,19448.875
101816,19284.701
40303,8158.0747
182154,13299.726
174451,7393.713
97100,42467.33
134212,20133.396
100548,98149.06
159219,9879.305
19037,12154.695
162001,43743.45
65042,20344.242
157972,305349.53
93397,13883.494
55600,30246.877
107629,40635.223
169060,77990.35
113701,20992.4
41290,543859.75
48118,14866.433
18993,13561.327
132210,9758.407
37121,12586.584
80062,32140.906
5152,24937.367
168003,73933.36
149293,22433.797
13302,22200.682
156557,57704.305
157870,4700.976
38944,29134.139
120858,8534.934
86716,88944.36
36353,10506.5
3020,82350.586
68442,47255.926
67238,29594.516
84091,58247.64
162944,33296.23
186298,12874.798
46093,14683.05
138719,32170.01
106076,26449.082
3498,17597.375
179185,5502.527
45312,60291.164
128551,46995.305
14894,22140.465
34933,65051.92
125659,5377.7173
102139,4320.4907
118086,17577.785
126630,20563.766
97666,8411.438
108561,61525.992
140122,11057.65
60771,10065.158
147777,24029.076
53880,28933.617
102377,31611.482
7179,28144.54
13549,21069.076
96527,19606.389
157686,18915.975
92008,71336.97
16711,73835.06
127519,43403.324
130065,24407.27
81967,28540.08
106048,14930.611
105610,24841.852
48889,18656.432
159411,61873.98
50227,19212.32
85873,14329.929
128046,17052.188
39921,19233.348
128188,10205.085
73466,18089.953
40512,20082.33
36987,72216.766
12405,24271.182
59607,17403.959
160575,20299.957
106473,48223.043
71862,114848.93
159376,2542.931
89310,6621.7485
36681,19765.062
174305,320068.25
2451,23114.6
149633,3588.1753
21168,21370.945
138543,24574.549
129104,26204.014
92411,8512.847
59368,18922.344
169134,6722.403
11267,18165.174
96640,5018.5767
61804,8802.007
60733,194815.2
148953,24132.535
175652,29902.844
64267,21511.545
80047,24219.918
78581,23047.242
117009,13020.6
121895,15045.806
126852,13610.822
133485,16962.512
17410,20121.918
52441,41466.527
23457,25901.494
167081,4922.279
99186,11846.564
142573,93528.91
29771,24839.623
92952,22472.02
117355,34723.254
11953,18966.373
108184,20189.541
40347,20050.486
17970,23814.494
149917,93515.266
71300,17932.975
2575,93447.33
123355,35161.824
124738,21405.805
152381,27152.016
190838,20068.26
94773,15885.249
87580,17575.137
114272,16711.018
21167,33878.676
4886,15826.05
101163,35345.727
71221,25886.875
107902,21411.44
139192,47340.23
102415,10989.014
123906,43384.414
145121,4824.0176
42175,14069.512
144584,7611.388
31541,16468.012
87570,17303.469
16079,26480.555
23622,13148.804
113940,19918.469
87527,5226.613
67656,5663.7036
107820,13473.719
130751,70009.78
166313,24298.115
8379,27053.021
137285,22336.045
19900,49106.58
159240,33240.832
1018,12191.113
97516,15294.976
119927,96782.62
86514,9757.318
35233,13254.004
165284,10196.806
86121,16768.697
173329,5952.17
176834,10895.056
10995,33411.28
160483,31000.977
32796,24056.385
23445,21794.28
131340,28028.584
76655,16347.65
85280,49931.723
38256,24567.94
37925,28340.484
108990,45564.05
12783,14193.173
102621,43519.836
33338,22862.895
185999,8897.596
182832,26105.963
21991,19592.09
24911,18645.902
89228,13402.848
73658,31103.648
98579,29702.357
85579,6267.1577
81504,6563.254
92939,6626.2783
16762,30770.346
134686,17905.87
19511,32346.748
98985,189319.94
66811,33481.23
118275,34662.477
161242,19468.176
148203,28509.666
13023,21022.33
53443,21171.396
71668,63450.29
101559,14633.159
15892,12365.075
43152,33658.59
183807,41569.59
103554,15208.606
171045,2141.386
115565,15358.148
107348,18469.066
21506,58044.074
101488,10541.1455
122405,16938.344
4651,19593.734
140085,21265.023
177545,16684.043
59761,18698.504
33931,34508.61
170154,6006.4556
37505,53662.184
13902,8534.786
103389,15512.001
160040,39633.312
18103,24601.537
5415,31090.39
182271,33267.38
172353,11105.778
12498,19289.906
113706,18936.209
169962,9429.335
66275,5091.491
142140,18558.477
170666,48540.67
106130,45462.44
25982,23363.236
37851,20048.557
149119,21013.47
42396,10923.052
103493,30527.047
9737,24762.871
159865,19762.066
155409,11353.737
135685,5128.973
82823,20479.26
158622,31116.256
72309,93206.4
79531,7309.4062
12683,20716.334
151589,23323.098
6164,22941.676
10194,27142.281
33882,12133.2705
188947,17374.787
156434,9298.599
127795,6875.7783
1445,29331.21
165975,6393.845
67007,12492.089
50614,26430.22
118984,24449.764
143869,24451.559
118404,19289.758
152186,20294.75
167620,4097.473
85312,19667.514
105112,5366.753
98983,15441.081
17721,394900.38
110541,23035.992
46626,34411.824
91481,54852.61
93921,21640.746
165502,42541.875
155992,16099.944
179024,12513.659
117550,18515.537
29248,11818.049
157377,11607.719
99067,19150.727
160319,17280.908
36954,15990.811
155634,4703.272
166236,15527.408
99247,6191.3613
105007,54261.918
50372,11245.459
150131,87250.39
29670,34952.934
147814,61195.832
53736,11095.298
155767,15236.77
79056,22567.633
147412,19340.12
61683,18037.102
58552,25546.273
181525,14981.288
87219,22867.605
23414,52587.188
115125,44200.28
27894,19228.414
168790,22328.889
62095,34277.37
79276,20919.854
13020,19826.324
37733,9457.406
20183,19599.06
85319,4983.636
100143,21026.18
176696,15161.049
102903,15214.191
25011,22089.428
54523,68872.99
102872,5602.975
101356,9177.471
128142,30379.598
117982,13346.216
15040,133111.02
5592,25673.594
163153,3998.2898
61671,12910.651
105716,26085.48
190525,4670.335
140143,19795.943
100855,61372.277
171778,12824.347
181387,20982.092
128073,12836.008
64318,4691.4634
119487,4372.591
145203,40244.664
38347,27690.129
14805,23529.416
26387,18401.045
67686,23742.064
56386,68350.31
19336,15819.863
142590,16320.297
8902,89281.75
56117,17855.021
137905,19560.426
104790,26117.242
23587,11295.805
89668,256867.1
84989,13200.795
128959,8718.913
84058,18173.803
140997,6337.1094
125013,22264.44
13631,88995.44
110072,8997.045
8232,58050.055
143968,4895.127
103315,23125.58
58344,10510.178
82580,39627.64
34965,21590.014
130968,4974.695
131062,23759.03
60026,11891.694
48200,19440.012
73019,6843.129
38897,11034.138
95821,17763.898
50681,69934.7
150273,17295.516
120285,2047.6173
88471,18107.836
62447,17441.86
176764,19621.146
1311,453390.22
63250,12206.097
33077,57602.203
111,35328.305
95431,21730.129
30826,34356.145
57941,20824.566
168963,20141.06
69751,16860.404
134881,14205.428
122306,15228.127
165530,23893.41
150314,32316.037
23852,29082.34
148979,32242.402
124579,4448.036
131143,15291.49
185938,154953.75
30045,91335.22
72528,31640.104
124615,12084.526
180531,13126.89
96754,7473.829
134485,36689.445
18095,17556.643
171384,118450.91
104677,25603.934
23539,11602.2295
101948,7214.913
188280,49371.184
154614,18202.943
89468,248852.08
159244,22001.713
39006,21160.375
30649,123497.14
15214,40684.195
68141,4149.7324
38980,23534.398
87021,26903.977
175397,47487.547
28617,36384.906
39982,14513.897
166868,18565.877
173528,5073.344
111171,34209.348
43559,30933.2
131150,11043.918
63981,38497.355
133075,17876.232
117990,17127.584
117160,19707.318
57254,28246.746
53348,25554.656
170456,12978.622
14997,8320.978
139750,36412.918
148391,5677.8022
100574,17700.129
118529,9309.558
3771,69593.8
191552,4591.986
54830,15097.449
118028,11834.956
146879,23534.354
178412,518387.22
188059,5880.817
94241,9648.867
122808,15084.727
12940,26127.008
73059,23059.488
115920,6767.4883
77146,44046.652
156316,44014.11
178497,32162.156
171167,16964.695
122605,14008.179
4399,45295.652
87518,62697.496
58704,14118.329
155258,52304.297
183683,17769.693
62421,3977.2932
176269,15358.148
178695,7852.475
112245,44954.133
8113,24388.656
136270,7846.6436
85732,26962.848
108658,16196.55
54164,27286.012
52839,29524.69
187362,19167.135
140378,9340.968
151758,44794.08
87823,9010.749
150150,24326.473
23578,22687.332
135112,16821.89
185886,35606.035
147570,5104.389
190014,5582.4297
142829,42170.37
182171,10089.366
57802,437170.72
159,22537.607
101352,17766.916
130580,16369.804
25518,20043.031
138740,23651.646
117358,4035.9292
183147,145176.42
11122,26297.143
12259,22848.094
50705,13034.639
67593,23488.545
35972,26000.59
8160,19416.018
68725,18518.238
146164,7865.9287
119024,22370.623
53421,9476.826
79943,121096.13
124857,34415.535
39650,6002.4014
63766,32279.076
7705,29073.883
92638,9957.7
5416,22584.965
177653,29375.61
114261,23275.857
183432,84868.625
26659,6615.0015
74590,9214.12
65726,20641.672
144676,32156.697
61364,4257.907
121295,5807.411
113595,21666.436
162491,6117.4214
120998,44980.637
98477,19185.643
81910,39296.504
116552,17091.621
52570,18601.34
161800,15554.546
153592,24300.988
169408,35841.586
183376,8623.418
19225,59015.85
102354,10228.635
186469,15401.857
58309,36096.453
56904,67288.52
171954,43027.992
84607,34099.45
66466,32415.18
59013,4378.7754
171874,12871.446
25665,25021.172
49582,28028.879
11154,20029.885
57752,32316.1
98792,76486.695
134036,9658.139
66846,12226.124
103423,19817.762
55053,183498.14
167755,42957.637
111240,29717.062
37566,23806.434
71032,39008.285
141133,24912.55
90929,36013.93
88720,20200.848
61301,14748.828
152580,21056.26
72966,6428.886
142345,12874.527
153370,17148.83
125239,21209.793
68399,17294.822
6185,38632.996
147364,116413.81
104156,41112.414
62331,21709.041
54221,18421.133
98193,14618.861
154911,38508.37
126669,11486.06
96817,30379.22
13958,51617.836
56757,177543.39
165363,12303.191
65035,38591.2
158701,27432.648
161205,21694.844
136497,4462.2827
132340,5219.5195
82702,44378.44
11438,17815.73
117892,245575.75
104193,33448.805
150934,3165.246
156664,23493.562
167253,20733.035
31695,92247.55
77647,6644.1035
169768,24063.246
134085,20351.402
125012,5296.197
16633,35459.508
73755,50692.84
125685,21722.316
77868,9096.018
123108,30439.107
84311,6500.197
51825,10080.711
137642,25396.71
35857,34233.336
93557,24262.455
115373,33186.637
163433,4349.9604
121576,23366.578
101330,69492.32
93409,16081.745
57246,6535.7837
11256,22671.607
189537,13178.87
135900,23914.338
551,23826.42
93338,29093.158
20027,18926.803
139178,95352.59
188848,114485.33
187322,18669.406
183021,4410.2026
2928,19876.438
169307,13318.357
31425,9293.022
51681,4848.2954
126058,16226.312
91811,29067.006
118458,5411.827
186444,16021.126
55408,16130.528
45444,14796.446
58468,17285.342
167180,27103.121
134776,6136.8735
113171,94208.99
163388,48664.242
127693,39467.84
48618,18505.668
147441,18129.832
122768,134825.05
87548,93141.71
124469,20431.68
56236,38739.176
699,17983.445
90949,32259.81
137174,2806.4639
47509,24385.61
97707,25172.94
99143,32913.87
10304,7692.0215
3452,16073.098
20152,18837.307
72433,61764.44
114959,12413.399
143912,50107.89
150596,3410.8572
67726,223071.9
144950,51792.15
52818,4760.342
184600,22904.883
93456,29686.979
56031,7610.7056
105179,17816.053
124790,6995.108
62030,106966.17
83906,45806.426
65563,44716.312
10404,20920.611
175995,31124.299
137510,11248.323
173851,4502.868
29314,19887.53
44714,22334.639
176874,57689.066
164781,17761.104
100308,18185.105
38066,59017.43
33941,27883.39
41356,26361.574
120317,23164.428
51010,16630.62
39615,10987.767
155640,32868.547
34183,18442.42
23980,20456.266
143001,12810.277
54578,128746.94
99660,5280.3257
155751,9320.777
101094,73050.06
43980,11302.195
120173,10187.086
131641,20814.639
121268,29368.943
146045,4875.8335
131082,25441.074
71688,4939.551
183126,32518.938
139329,17261.95
58094,29325.785
5505,32309.566
99513,19690.316
142821,29657.748
101789,43214.984
168667,11082.787
190796,45492.54
151040,22491.121
50498,25084.248
43164,19795.623
96454,109491.52
82495,5849.667
121448,94970.16
181884,16816.758
65793,27551.285
111382,74852.88
88221,24644.486
48273,46216.13
97839,10934.809
189255,38101.61
126612,14754.808
76879,41175.586
110066,3962.0479
106606,86635.164
14913,11434.473
22601,33634.91
17570,19993.7
121648,7600.471
165230,5324.9683
36042,9411.017
90078,36260.617
19765,31540.174
147030,115026.73
109772,9345.913
127110,17457.336
81188,8350.383
114004,4013.2573
18757,26767.746
168866,4229.9565
74783,18620.26
190279,6799.777
95487,17841.387
140751,2537.5974
178036,33764.14
4457,16092.592
169261,31296.457
123919,4194.9736
103909,14460.347
153417,4033.4937
100327,209795.81
189814,20840.68
117362,24334.105
99442,17923.93
118297,8564.008
141273,20188.117
178563,45477.66
79752,5042.353
69405,11770.033
65208,22650.062
38589,20826.771
40864,15562.172
145940,30003.94
93677,12131.28
115871,24952.568
81221,26183.781
76541,13656.863
169849,18606.732
50813,19775.678
70470,401335.34
20878,20519.023
7733,28628.947
161931,4070.0203
144242,12429.511
53496,42158.75
149547,14329.601
90871,17747.762
9405,16187.254
76,22995.299
174967,25325.387
170575,37273.01
42109,22633.479
73049,64657.938
28115,16937.36
145520,14749.489
40689,17972.814
16064,21113.75
35128,33372.46
5150,36288.6
90881,42239.805
85536,18844.512
29291,74394.29
57280,41401.8
89735,15633.842
93775,49634.707
171222,27744.105
146664,21094.066
185747,11457.079
49792,263445.22
2455,23742.652
111182,20393.484
100797,14229.305
141966,11094.092
62662,16250.842
2963,60454.74
12120,24966.088
15796,24497.121
73905,17971.117
11877,37933.812
99075,7702.5483
9525,15562.988
158322,42721.332
155369,40333.574
17621,17712.727
170228,17949.57
36005,26394.855
92579,18102.5
113481,16131.528
34822,26061.66
97271,19634.586
74439,47049.79
56171,21123.336
3437,12943.259
100450,23857.707
50911,57139.824
162666,25167.635
12351,47106.72
70573,184180.5
34585,21994.686
152640,21551.154
115302,8838.3955
38621,243145.86
76443,82531.1
14922,34971.906
125978,15090.165
146798,14730.555
27165,20326.148
103779,8617.613
132801,19725.688
184612,8010.59
127283,26233.645
35939,31327.842
115940,15494.968
39749,42373.39
52140,21125.975
84779,101231.44
28482,570798.9
178179,33364.094
161554,27252.541
22315,22571.42
37557,19053.012
40465,10219.44
92397,16074.737
91373,2982.0925
56703,11051.946
136029,8956.663
84796,16191.099
51486,8927.48
189992,27398.92
85048,33268.71
87960,5158.9365
120685,22941.238
24172,13313.507
122037,4457.8887
19937,20872.742
150274,12890.585
173196,22560.596
45105,75455.87
76474,31088.582
45833,13188.954
57694,17695.893
30179,4301.316
157901,7119.278
56582,7037.6313
111091,55234.496
159924,31649.066
24156,29004.896
83749,57568.21
19149,24298.44
189472,6561.9272
10580,63408.973
24841,18226.76
122197,5031.41
46250,20507.168
53910,19982.473
31416,23099.371
73190,71015.625
136932,18921.965
58110,46699.23
166183,4262.2505
138826,5551.51
101156,7635.2485
23275,89360.8
73982,24022.936
96847,31330.262
27217,15456.05
92963,20374.395
12226,16670.777
180690,18547.082
65992,19618.303
129869,80346.41
52921,18391.484
41957,22139.81
165484,12541.914
121377,22549.604
125765,97406.625
189820,4276.1177
10368,26940.436
98927,8505.608
136510,263132.38
29640,10044.005
90027,7439.858
88211,17005.045
93513,6842.3325
160761,8023.9087
76767,29212.932
112090,12578.532
108984,37752.715
29902,27976.35
138974,5875.1553
121676,31654.26
113694,11123.841
170458,5820.7183
69610,23490.672
108877,15680.384
30093,21834.18
181937,58727.55
172072,6392.5522
161906,14580.28
170470,4569.876
3686,19761.936
662,28967.992
41171,48127.8
9,57243.562
135110,17265.885
101679,37398.098
97521,9588.938
177598,112112.305
691,75204.5
178268,12138.849
50479,37549.66
51069,15228.707
145977,7858.8433
39417,19237.604
94463,24365.316
110394,22709.78
79137,18110.219
56890,19153.924
108669,19919.285
135204,21025.398
132662,20438.988
50384,86723.78
58764,14214.44
109892,22655.57
138582,16313.061
6416,38255.04
8635,95415.36
61754,16716.867
181010,20959.273
183537,4550.484
90358,16048.974
11404,27315.459
185870,8874.334
103840,21998.273
132565,7031.7407
143108,12172.003
114220,22348.062
59010,24589.34
90427,43027.09
62,36882.816
172060,14279.698
31902,5807.699
116490,38965.418
97640,26107.38
124315,16722.082
151291,43662.926
154616,11437.287
82162,40512.523
95782,23692.371
183871,14513.066
43806,24411.834
2260,17113.363
55232,4507.805
21031,26892.715
105024,29173.287
119364,18779.12
59658,27136.406
35475,22414.209
91887,13906.671
177375,5148.6543
64910,68995.87
166934,7774.8
120964,8056.466
74859,18281.195
53190,20389.732
174919,33203.004
156528,45227.105
53810,14877.736
161405,116103.04
95915,77059.98
81644,4141.7026
8361,37236.027
26634,12674.358
157927,25867.11
60117,13543.272
3765,28126.453
6250,9857.752
68191,43193.15
55214,20071.416
178647,14617.523
79040,17602.95
190375,3960.6086
23232,12202.989
25444,63647.133
28915,9372.199
46879,25300.547
34727,9061.169
58675,23512.795
169451,50263.867
189778,61992.523
121034,39928.848
62518,17255.777
151969,25336.113
191315,9254.074
32766,22108.584
179971,13897.245
66192,8156.184
139194,16723.453
69165,20011.346
6326,21542.463
190289,40567.152
52893,23354.236
34873,13644.534
136144,7388.081
65661,33929.113
89144,24786.64
50534,13442.863
46341,16934.047
10999,26157.225
53851,23720.768
12382,94367.79
130273,81246.695
105317,10514.98
165675,6865.347
22376,8477.807
56048,18466.672
9837,39245.418
20238,24525.24
179571,4099.22
159203,12004.763
61013,34777.074
163515,3990.4883
29760,17907.322
133343,20309.252
101442,9911.588
61036,19817.855
35905,13558.443
112533,25520.56
157639,15015.847
152200,13836.188
116178,33518.51
56637,158989.12
19465,24568.596
5645,24599.8
150748,7668.152
145650,16399.258
2143,238265
